storename,address_original,address_normalize[0],address_normalize[1],?????,url,?????,????,????,????????,??????????,????????,????????,??????,???????????,????,?????,????(??|??|???),?????(??|??|???),????(??|??|???),?????(??|??|???),???1????????,??,??,page,???
?????,??????1-12-20,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000389,na,????,????,na,na,na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,1|-|1,25,na,na,21,
??????,????????204-18,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000386,na,????,????,['?????????'],na,na,na,['????'],na,na,na,1|1|-,na,na,2|1|1,30,na,na,21,
?????????,????????1271-31,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000397,na,?? ?,?? ?,"['?????????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,['????'],na,na,na,1|1|-,na,na,2|2|-,41.2,na,na,21,
??????? ????????????,?????(1~3??)1-13-30,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000433,na,??????? ??? ????,????,"['?????????', '????????????', '???????????']",na,na,na,"['????', '?????????????', '????????', '??????????????', '????????????']",na,na,na,2.1|2|0.1,na,na,4.5|4|0.5,18,na,na,21,
??????,??????1-8-19,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000391,na,????,????,"['?????????', '????????????(????)?????', '?????????']","['?????', '??????']",na,na,"['????', '??????????', '?????????????', '????????', '??????????????', '????????????']",na,"['??(????????)', '??????', '????????', '??????????????', '??????????????????????']","['??????', '???????', '??????????????', '?????????????', '??????']",3|1|2,na,na,4|3|1,30,na,na,21,
??????,????????619,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000387,na,?? ???,?? ???,na,na,na,na,"['????', '??????????????']",na,na,['??????'],1|-|-,na,na,na,na,na,na,21,
?????,????????1197-4,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=2190000504,na,? ??,? ??,['?????????'],na,na,na,['????'],na,['??(????????)'],na,1|1|-,na,na,-|-|-,?????,na,na,21,
??????,?????3??1-23,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000396,na,?? ???,?? ???,['?????????'],na,na,na,na,na,na,na,1|-|-,na,na,na,7,na,na,21,
??????,?????(1~3??)1-6-14,na,na,6/15/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000395,na,?? ?,?? ?,"['?????????', '?????????']","['?????', '??????']",na,na,"['????', '??????????????']",na,na,na,2|1|1,na,na,-|-|-,15,na,na,21,
??????,????????363,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000388,na,????,????,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,1|1|-,35,na,na,21,
??????,?????1-20-8,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000394,na,????,????,"['?????????', '????????????(????)?????']",na,na,na,"['????', '??????????????']",na,na,na,2|1|1,na,na,3|1|2,30,na,na,21,
??????,???????1987,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000416,na,?????????????????,????,['?????????'],"['?????', '??????']",na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,2|1|1,30,na,na,21,
?????????,???????3805,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000418,na,????,?? ??,['?????????'],"['?????', '??????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,['??????'],na,1.5|1|1.5,na,na,2.5|1|2,20,na,na,21,
???? ??? ??????,??????????3-20-12,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000413,na,?? ?,?? ?,['?????????'],"['?????', '??????']",na,na,"['????', '??????????????']",na,na,['???????'],1|1|-,na,na,4|3|0.5,50,na,na,21,
???????,??????848-11,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000422,na,? ??,? ??,na,na,na,na,['????'],na,na,na,1|1|-,na,na,na,21.7,na,na,22,
??????FirstRemedy??????,???????1663,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000680,na,????,????,"['?????????', '?????????', '???????????', '????????????(????)?????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,"['??(?????????????????)', '??????', '????????', '??????????', '??????????????', '??????????????????????']","['??????', '???????', '??????????????', '?????????????', '??????']",2.5|1|1.5,na,na,4|1|3,35,na,na,22,
??????,???????2018-6,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000417,na,?? ??,?? ??,['?????????'],['?????'],na,na,"['????', '?????????????', '????????', '??????']",na,na,['???????'],1|1|-,na,na,1|1|-,27,na,na,22,
??????? ?????????,???????1364-1,na,na,7/19/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000513,na,???????,?? ?? (?? ??),['?????????'],['?????'],na,na,"['????', '???????', '?????????????', '??????????????', '????????????']",na,"['??????', '????????']","['??????', '??????']",3|1|2,na,na,2|1|1,35,na,na,22,
??????????????,???????1705?? ????101?,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000632,na,?? ??,?? ??,"['?????????', '????????????(????)?????', '?????????']",na,na,na,"['????', '??????????', '?????????', '?????????????', '??????????????', '????????????']",na,['??????'],na,1|1|-,na,na,1|1|-,0.5,na,na,22,
??????,???????4113-1,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000419,na,?? ??,?? ??,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '?????????', '??????????????']",na,['??(?????????????????)'],['??????'],2|2|-,na,na,2|-|2,25,na,na,22,
?)??? ??????,???????508-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000420,na,???????,?? ?,"['?????????', '?????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,['??????'],"['??????', '???????']",2|2|-,na,na,2|-|2,35.8,na,na,22,
??????????????,???????7710,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000426,na,???? ?? ??,?? ??,['?????????'],na,na,na,"['????', '??????????????']",na,na,['???????'],1|1|-,na,na,na,12.4,na,na,22,
???????,?????????1712-2,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000364,na,????,????,['?????????'],['?????'],na,na,['????'],na,na,['???????'],1|1|-,na,na,0.2|-|0.2,9,na,na,22,
??????,?????????1507,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000363,na,?? ?,?? ?,['?????????'],na,na,na,"['?????????????', '??????????????']",na,['??(????????)'],['???????'],1|1|-,na,na,3|3|-,25,na,na,22,
?????,?????????2006,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000366,na,?? ??,?? ??,"['?????????', '?????????']",['??????'],na,na,"['????', '??????????????']",na,na,"['??????', '???????']",2|2|-,na,na,na,25,na,na,22,
???????,?????????1400-67,na,na,6/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000602,na,?? ???,?? ???,['?????????'],na,na,na,"['????', '?????????????', '??????????????']",na,"['??(????????)', '??????']",na,2|2|-,na,na,na,25,na,na,22,
??????,?????????188,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000365,na,????,?????,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1.5|1|0.5,na,na,0.5|-|0.5,5,na,na,22,
?????????,??????????12,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000367,na,????,????,"['?????????', '?????????']","['?????', '??????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,"['??(????????)', '??????', '????????']","['??????', '???????', '?????????????', '??????']",1|1|-,na,na,3.5|2|1.5,26.2,na,na,22,
??????,???????2150,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000380,na,?? ??,?? ??,"['?????????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '??????????????']",na,"['??????', '????????', '??????????????', '??????????????????????']","['??????', '???????', '??????????????', '?????????????', '??????']",1|1|-,na,na,3|2|1,25,na,na,22,
??????,????????????920,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000378,na,????,????,"['?????????', '?????????']",['??????'],na,na,"['????', '?????????????', '??????????????']",na,['??????'],['??????'],1|1|-,na,na,2|1|1,20.8,na,na,22,
???????,????????????3495-1 ????????2?,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000376,na,????,????,['?????????'],['?????'],na,na,"['????', '??????????????']",na,['??????'],['??????'],3|3|-,na,na,2.5|2|0.5,65,na,na,22,
AK???????????,????????????8017-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000681,na,?? ??,?? ??,['?????????'],na,na,na,na,na,na,na,1|1|-,na,na,1|1|-,na,na,na,22,
???????????,????????????174,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000693,na,?? ?,?? ?,['?????????'],na,na,na,"['????', '????????', '??????????????']",na,na,na,1|1|-,na,na,na,na,na,na,22,
???????,????????????8037-12,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000682,na,?? ??,?? ??,"['?????????', '?????????', '????????????', '????????????(????)?????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????', '?????????????', '????????', '??????????????']",na,"['??(????????)', '??????', '????????']","['??????', '???????', '?????????????']",1|-|-,na,na,1|-|-,na,na,na,22,
??????,????????????651-4,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000377,na,?? ?,?? ?,"['?????????', '?????????']",['?????'],na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,16,na,na,23,
??????,????????????1514,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000372,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,na,3,na,na,23,
????????,????????????7597-1,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000374,na,?? ??,?? ??,"['?????????', '????????????(????)?????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,1.5|1|1,na,na,1|1|-,10,na,na,23,
?????????????,????????????1775,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000368,na,???????,????,['?????????'],na,na,na,"['?????????????', '????????', '??????????????']",na,na,na,4|4|-,na,na,7|5|2,95,na,na,23,
??????,????????????2126,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000369,na,?? ??,?? ??,['?????????'],['?????'],na,na,['????'],na,"['??????', '????????']",na,1|1|-,na,na,2|1|1,15.4,na,na,23,
????????,????????????3101-5,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000375,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,28,na,na,23,
?????????,????????????2771,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000370,na,?? ??,?? ??,"['?????????', '?????????']",na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,na,19,na,na,23,
??????????,????????????1501-4,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=2190001122,na,?? ??,?? ??,['?????????'],['?????'],na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,1|1|-,na,na,na,na,na,na,23,
???????,????????????2162,na,na,7/19/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000373,na,?? ??,?? ??,['?????????'],['?????'],na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,1|1|-,na,na,1.5|1|0.5,16,na,na,23,
?????? ????? ???????,????????????6663-1,na,na,7/3/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=1190000057,na,?? ?,?? ??,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????????????', '?????????????', '????????', '??????????????', '??????????????', '?????????', '???????', '?????????', '????????????']",na,na,"['??????', '???????', '??????????????', '?????????????', '??????']",1|1|-,na,na,1|1|-,?????,na,na,23,
??????,????????????977,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000379,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,-|-|-,na,na,1|-|1,22,na,na,23,
??????,????????????1455-2,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000371,na,?? ??,?? ??,"['?????????', '????????????(????)?????']",na,na,na,"['????', '??????????????']",na,"['??(????????)', '??????']",na,1|1|-,na,na,na,15.4,na,na,23,
???????????????,????????903,na,na,6/13/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000424,na,????? ????,?? ??,['?????????'],na,na,na,"['????', '????????', '??????????????']",na,na,na,1|1|-,na,na,na,5,na,na,23,
